battery_id,start_time,discharge_cycle_valid,SOH_nominal,Rct_last,impedance_available
B0007,2008-05-02 23:24:17,65.0,85.2,0.0708375336017697,1
B0007,2008-05-03 04:13:08,66.0,84.68,0.0722437532116874,1
B0007,2008-05-03 09:10:19,67.0,84.38,0.0714779278737494,1
B0007,2008-05-03 14:04:34,68.0,84.15,0.0728151127537102,1
B0007,2008-05-03 18:58:13,69.0,83.9,0.0718369324871002,1
B0007,2008-05-03 23:42:30,70.0,83.66,0.0721211408379768,1
B0007,2008-05-04 04:41:40,71.0,83.37,0.0726378441172666,1
B0007,2008-05-04 09:40:11,72.0,83.11,0.0734441725850627,1
B0007,2008-05-04 14:38:13,73.0,82.87,0.0738193663609285,1
B0007,2008-05-04 19:37:07,74.0,82.63,0.0725560099161744,1
B0007,2008-05-05 00:35:53,75.0,82.36,0.0728986838603586,1
B0007,2008-05-05 05:28:13,76.0,81.82,0.072023713051489,1
B0007,2008-05-05 11:41:31,77.0,81.81,0.0722347055628345,1
B0007,2008-05-05 20:40:08,78.0,82.06,0.0722347055628345,1
B0007,2008-05-06 01:38:46,79.0,81.58,0.0744961098767474,1
B0007,2008-05-06 06:37:06,80.0,81.06,0.0740377027178474,1
B0007,2008-05-06 11:25:21,81.0,80.82,0.0719367446163898,1
B0007,2008-05-06 16:23:36,82.0,80.79,0.0740047112077274,1
B0007,2008-05-06 21:21:49,83.0,80.84,0.074631884295366,1
B0007,2008-05-07 02:17:25,84.0,80.54,0.0753033577103886,1
B0007,2008-05-07 07:04:02,85.0,80.03,0.0749637852079893,1
B0007,2008-05-07 12:01:49,86.0,79.8,0.07541159661766,1
B0007,2008-05-07 16:59:29,87.0,79.81,0.0749649652243977,1
B0007,2008-05-07 21:56:09,88.0,79.79,0.0746990678040035,1
B0007,2008-05-08 02:53:49,89.0,79.53,0.0753948401341443,1
B0007,2008-05-09 12:25:07,90.0,84.44,0.0770592019906943,1
B0007,2008-05-09 20:28:09,91.0,81.3,0.0766648164177507,1
B0007,2008-05-10 01:21:56,92.0,80.79,0.0755833501431638,1
B0007,2008-05-10 06:18:12,93.0,80.28,0.0757426277404382,1
B0007,2008-05-10 11:16:04,94.0,79.75,0.0760586204874903,1
B0007,2008-05-10 16:11:56,95.0,79.52,0.0768769249386572,1
B0007,2008-05-10 21:07:54,96.0,79.27,0.078843810663738,1
B0007,2008-05-11 02:05:21,97.0,79.0,0.0778542051961001,1
B0007,2008-05-11 06:55:27,98.0,78.76,0.0782110561479581,1
B0007,2008-05-11 11:52:47,99.0,78.49,0.0781986731221035,1
B0007,2008-05-11 16:49:58,100.0,78.51,0.0779984052656677,1
B0007,2008-05-11 21:47:12,101.0,78.26,0.0775560564519399,1
B0007,2008-05-12 02:36:58,102.0,77.98,0.0784910399188112,1
B0007,2008-05-12 12:56:34,103.0,78.25,0.0786387336039181,1
B0007,2008-05-12 18:59:59,104.0,78.75,0.0753777591799645,1
B0007,2008-05-12 23:53:17,105.0,78.26,0.0781727897082057,1
B0007,2008-05-13 04:35:25,106.0,77.99,0.07816806645061,1
B0007,2008-05-13 09:24:04,107.0,77.49,0.0765105461461317,1
B0007,2008-05-13 14:20:24,108.0,77.19,0.0772564945442686,1
B0007,2008-05-13 19:04:20,109.0,77.25,0.0772347715207363,1
B0007,2008-05-13 23:59:26,110.0,77.23,0.0790184155558609,1
B0007,2008-05-14 04:55:57,111.0,76.72,0.0799393133533925,1
B0007,2008-05-14 09:52:22,112.0,76.44,0.0794231222611038,1
B0007,2008-05-14 14:35:22,113.0,76.45,0.0787648472687548,1
B0007,2008-05-14 19:31:39,114.0,76.45,0.0780670117184084,1
B0007,2008-05-15 00:27:55,115.0,76.2,0.0782426980033324,1
B0007,2008-05-15 05:24:04,116.0,75.93,0.0780883773855803,1
B0007,2008-05-15 10:20:03,117.0,75.68,0.0811431379239443,1
B0007,2008-05-15 15:10:59,118.0,75.68,0.0788722076648629,1
B0007,2008-05-15 19:56:47,119.0,75.7,0.0800568561357903,1
B0007,2008-05-16 16:54:59,120.0,76.7,0.0779198353747232,1
B0007,2008-05-16 21:37:39,121.0,76.96,0.0779198353747232,1
B0007,2008-05-17 02:32:13,122.0,76.18,0.0799132720597221,1
B0007,2008-05-17 07:25:19,123.0,75.68,0.0818531945758062,1
B0007,2008-05-17 12:21:15,124.0,75.39,0.0808666905560647,1
B0007,2008-05-17 17:15:37,125.0,75.16,0.081538403561654,1
B0007,2008-05-17 22:10:51,126.0,74.89,0.0820660023586674,1
B0007,2008-05-18 03:05:19,127.0,74.64,0.0829334777035948,1
B0007,2008-05-18 08:00:50,128.0,74.62,0.0826880652178822,1
B0007,2008-05-18 12:44:48,129.0,74.37,0.0829417400304377,1
B0007,2008-05-18 17:36:29,130.0,74.13,0.0823903452866173,1
B0007,2008-05-18 22:31:45,131.0,74.14,0.0816566640960627,1
B0007,2008-05-19 03:27:07,132.0,73.85,0.0839742832388461,1
B0007,2008-05-19 15:34:33,133.0,74.1,0.083735413702951,1
B0007,2008-05-19 20:59:48,134.0,74.91,0.083735413702951,1
B0007,2008-05-20 01:16:42,135.0,74.1,0.083735413702951,1
B0007,2008-05-20 06:12:06,136.0,73.86,0.0819690564666934,1
B0007,2008-05-20 11:07:23,137.0,73.6,0.0817127037862085,1
B0007,2008-05-20 15:57:27,138.0,73.61,0.0828220199551595,1
B0007,2008-05-20 20:50:39,139.0,73.35,0.0871263036916229,1
B0007,2008-05-21 01:39:38,140.0,73.09,0.0896123973508008,1
B0007,2008-05-21 06:24:27,141.0,72.83,0.0892312868292601,1
B0007,2008-05-21 11:18:06,142.0,72.57,0.0882787478820197,1
B0007,2008-05-21 16:10:21,143.0,72.58,0.0906646821085215,1
B0007,2008-05-21 21:02:09,144.0,72.34,0.0903675648803086,1
B0007,2008-05-22 01:42:59,145.0,72.34,0.0899370098322776,1
B0007,2008-05-22 06:32:40,146.0,72.07,0.0924495924555913,1
B0007,2008-05-22 11:23:22,147.0,71.81,0.090032670921428,1
B0007,2008-05-22 16:17:58,148.0,71.84,0.092833768730939,1
B0007,2008-05-22 20:59:50,149.0,71.81,0.0912199045869158,1
B0007,2008-05-23 12:13:16,150.0,72.09,0.0911672550374616,1
B0007,2008-05-23 20:14:29,151.0,73.36,0.087404820535234,1
B0007,2008-05-24 01:09:21,152.0,72.59,0.0867162456940854,1
B0007,2008-05-24 06:00:20,153.0,72.36,0.0883740485896972,1
B0007,2008-05-24 10:42:50,154.0,72.09,0.0888955702865366,1
B0007,2008-05-24 15:31:10,155.0,71.58,0.0901737804549904,1
B0007,2008-05-24 20:21:13,156.0,71.59,0.090247979907766,1
B0007,2008-05-25 01:06:49,157.0,71.31,0.0911554578467061,1
B0007,2008-05-25 05:57:17,158.0,71.3,0.0917263788119531,1
B0007,2008-05-25 10:51:37,159.0,71.06,0.0887764223987608,1
B0007,2008-05-25 15:37:08,160.0,70.82,0.0891371873470344,1
B0007,2008-05-25 20:23:04,161.0,70.83,0.0893174652975898,1
B0007,2008-05-26 01:13:02,162.0,70.54,0.0907572748025285,1
B0007,2008-05-26 06:01:08,163.0,70.55,0.0912602372721357,1
B0007,2008-05-26 10:44:38,164.0,70.31,0.0933150676288513,1
B0007,2008-05-26 15:30:43,165.0,70.32,0.0935717748030131,1
B0007,2008-05-26 20:21:04,166.0,70.02,0.0913267326241943,1
B0007,2008-05-27 15:52:41,167.0,71.09,0.0898121432394471,1
B0007,2008-05-27 20:45:42,168.0,71.62,0.0898121432394471,1
B0018,2008-07-07 15:15:28,1.0,92.75,0.09555369570022,1
B0018,2008-07-07 21:53:06,2.0,92.16,0.0916190292546578,1
B0018,2008-07-08 02:56:08,3.0,91.98,0.0918828824623866,1
B0018,2008-07-08 07:58:55,4.0,91.53,0.0914120280962234,1
B0018,2008-07-08 18:57:48,5.0,91.64,0.0920187644768557,1
B0018,2008-07-08 22:57:17,6.0,91.43,0.0920187644768557,1
B0018,2008-07-09 02:56:41,7.0,91.06,0.0920187644768557,1
B0018,2008-07-09 06:55:54,8.0,90.76,0.0920187644768557,1
B0018,2008-07-09 11:26:41,9.0,90.21,0.0878449584531599,1
B0018,2008-07-10 16:34:39,10.0,91.16,0.0898982221526576,1
B0018,2008-07-10 20:33:58,11.0,90.61,0.0898982221526576,1
B0018,2008-07-11 00:30:25,12.0,90.23,0.0898982221526576,1
B0018,2008-07-11 04:28:49,13.0,89.54,0.0898982221526576,1
B0018,2008-07-11 08:59:08,14.0,89.17,0.0879548425080303,1
B0018,2008-07-11 14:27:05,15.0,89.05,0.0871066350454787,1
B0018,2008-07-11 18:25:27,16.0,88.56,0.0871066350454787,1
B0018,2008-07-11 22:22:05,17.0,88.43,0.0871066350454787,1
B0018,2008-07-12 02:18:11,18.0,87.68,0.0871066350454787,1
B0018,2008-07-12 06:45:43,19.0,87.31,0.0875492997393303,1
B0018,2008-07-12 11:15:36,20.0,86.88,0.085709711905584,1
B0018,2008-07-12 15:13:28,21.0,86.58,0.085709711905584,1
B0018,2008-07-12 18:52:45,22.0,85.43,0.085709711905584,1
B0018,2008-07-12 22:50:29,23.0,85.57,0.085709711905584,1
B0018,2008-07-13 03:19:05,24.0,85.38,0.088484820718071,1
B0018,2008-07-14 13:08:20,25.0,87.46,0.0868405589019254,1
B0018,2008-07-14 17:03:45,26.0,86.64,0.0868405589019254,1
B0018,2008-07-14 20:57:32,27.0,86.11,0.0868405589019254,1
B0018,2008-07-15 00:49:58,28.0,85.59,0.0868405589019254,1
B0018,2008-07-15 05:14:47,29.0,84.96,0.0850061597091283,1
B0018,2008-07-15 09:43:28,30.0,84.7,0.0854432604918211,1
B0018,2008-07-15 13:36:47,31.0,84.1,0.0854432604918211,1
B0018,2008-07-15 17:29:47,32.0,83.85,0.0854432604918211,1
B0018,2008-07-15 21:21:30,33.0,83.28,0.0854432604918211,1
B0018,2008-07-16 01:45:13,34.0,82.86,0.0861108271576963,1
B0018,2008-07-16 06:12:34,35.0,82.41,0.0841039159798283,1
B0018,2008-07-16 10:05:40,36.0,81.94,0.0841039159798283,1
B0018,2008-07-16 13:57:42,37.0,81.38,0.0841039159798283,1
B0018,2008-07-16 17:51:36,38.0,81.11,0.0841039159798283,1
B0018,2008-07-16 22:13:57,39.0,80.7,0.0871128650055224,1
B0018,2008-07-18 17:28:12,40.0,83.8,0.0838112972640761,1
B0018,2008-07-18 21:19:44,41.0,82.47,0.0838112972640761,1
B0018,2008-07-19 01:10:07,42.0,81.62,0.0838112972640761,1
B0018,2008-07-19 05:01:04,43.0,80.82,0.0838112972640761,1
B0018,2008-07-19 09:25:29,44.0,80.55,0.0877848925885978,1
B0018,2008-07-19 13:53:00,45.0,79.77,0.0851627893757878,1
B0018,2008-07-29 18:34:27,46.0,86.34,0.0851627893757878,1
B0018,2008-07-29 22:21:53,47.0,85.83,0.0851627893757878,1
B0018,2008-07-30 02:09:48,48.0,84.79,0.0851627893757878,1
B0018,2008-07-30 05:57:02,49.0,83.89,0.0851627893757878,1
B0018,2008-07-30 09:52:21,50.0,83.03,0.0851627893757878,1
B0018,2008-07-30 19:28:07,51.0,83.32,0.0860082471809912,1
B0018,2008-07-30 23:16:54,52.0,82.34,0.0860082471809912,1
B0018,2008-07-31 02:46:18,53.0,81.29,0.0860082471809912,1
B0018,2008-07-31 06:15:17,54.0,80.61,0.0860082471809912,1
B0018,2008-07-31 10:10:14,55.0,80.29,0.0860082471809912,1
B0018,2008-08-01 17:46:33,56.0,83.68,0.0852251201269989,1
B0018,2008-08-01 21:32:12,57.0,82.02,0.0852251201269989,1
B0018,2008-08-02 01:17:09,58.0,80.66,0.0852251201269989,1
B0018,2008-08-02 05:03:55,59.0,79.6,0.0852251201269989,1
B0018,2008-08-02 09:26:51,60.0,79.33,0.0859882467642574,1
B0018,2008-08-02 13:55:03,61.0,79.0,0.084880750149247,1
B0018,2008-08-02 17:41:59,62.0,78.21,0.084880750149247,1
B0018,2008-08-02 21:29:24,63.0,77.78,0.084880750149247,1
B0018,2008-08-03 01:16:07,64.0,77.01,0.084880750149247,1
B0018,2008-08-03 05:39:11,65.0,76.61,0.0884732058328667,1
B0018,2008-08-03 10:08:42,66.0,76.58,0.085530754144125,1
B0018,2008-08-03 13:54:25,67.0,76.11,0.085530754144125,1
B0018,2008-08-03 17:42:28,68.0,75.33,0.085530754144125,1
B0018,2008-08-03 21:26:49,69.0,75.07,0.085530754144125,1
B0018,2008-08-04 01:48:42,70.0,74.82,0.090046169627389,1
B0018,2008-08-04 17:08:25,71.0,76.67,0.0872013762847039,1
B0018,2008-08-04 20:55:13,72.0,76.19,0.0872013762847039,1
B0018,2008-08-05 00:41:24,73.0,75.06,0.0872013762847039,1
B0018,2008-08-05 04:27:50,74.0,74.62,0.0872013762847039,1
B0018,2008-08-05 08:23:48,75.0,74.17,0.0872013762847039,1
B0018,2008-08-05 12:50:42,76.0,74.04,0.0879797666852718,1
B0018,2008-08-05 16:36:12,77.0,73.68,0.0879797666852718,1
B0018,2008-08-05 20:21:46,78.0,73.4,0.0879797666852718,1
B0018,2008-08-06 00:06:53,79.0,72.9,0.0879797666852718,1
B0018,2008-08-06 04:27:52,80.0,72.39,0.0910814973658125,1
B0018,2008-08-06 08:55:24,81.0,72.64,0.0876297004096254,1
B0018,2008-08-06 12:40:42,82.0,72.13,0.0876297004096254,1
B0018,2008-08-06 16:25:32,83.0,71.96,0.0876297004096254,1
B0018,2008-08-06 20:09:11,84.0,71.43,0.0876297004096254,1
B0018,2008-08-07 00:27:39,85.0,71.25,0.0922488167541978,1
B0018,2008-08-07 19:05:53,86.0,73.49,0.0887875504657166,1
B0018,2008-08-07 22:50:51,87.0,72.63,0.0887875504657166,1
B0018,2008-08-08 02:32:53,88.0,72.14,0.0887875504657166,1
B0018,2008-08-08 06:16:47,89.0,71.42,0.0887875504657166,1
B0018,2008-08-08 10:14:50,90.0,70.77,0.0887875504657166,1
B0018,2008-08-08 20:10:08,91.0,72.73,0.0884263275530729,1
B0018,2008-08-08 23:54:01,92.0,71.42,0.0884263275530729,1
B0018,2008-08-09 03:37:06,93.0,70.99,0.0884263275530729,1
B0018,2008-08-09 07:19:59,94.0,70.78,0.0884263275530729,1
B0018,2008-08-09 11:36:57,95.0,70.28,0.0916416933004205,1
B0018,2008-08-09 15:59:02,96.0,70.42,0.0868069025668704,1
B0018,2008-08-09 19:41:13,97.0,69.84,0.0868069025668704,1
B0018,2008-08-09 23:22:00,98.0,69.68,0.0868069025668704,1
B0018,2008-08-10 03:01:08,99.0,69.47,0.0868069025668704,1
B0018,2008-08-10 07:19:08,100.0,68.93,0.0925002319045349,1
B0018,2008-08-10 11:39:39,101.0,69.25,0.0888408418585299,1
B0018,2008-08-10 15:21:25,102.0,68.52,0.0888408418585299,1
B0018,2008-08-10 19:01:07,103.0,68.67,0.0888408418585299,1
B0018,2008-08-10 22:40:10,104.0,68.4,0.0888408418585299,1
B0018,2008-08-11 02:53:19,105.0,67.84,0.0902436427818111,1
B0018,2008-08-14 13:04:49,106.0,73.02,0.089572346161732,1
B0018,2008-08-14 16:49:56,107.0,72.5,0.089572346161732,1
B0018,2008-08-14 20:29:23,108.0,71.91,0.089572346161732,1
B0018,2008-08-15 00:08:59,109.0,71.42,0.089572346161732,1
B0018,2008-08-15 03:59:10,110.0,70.74,0.089572346161732,1
B0018,2008-08-15 08:19:52,111.0,70.69,0.0893968694708912,1
B0018,2008-08-15 12:00:03,112.0,69.95,0.0893968694708912,1
B0018,2008-08-15 15:37:16,113.0,69.77,0.0893968694708912,1
B0018,2008-08-15 19:13:34,114.0,69.5,0.0893968694708912,1
B0018,2008-08-15 23:27:04,115.0,69.3,0.0913916544478255,1
B0018,2008-08-16 03:52:55,116.0,69.41,0.0879110001707879,1
B0018,2008-08-16 07:37:37,117.0,68.81,0.0879110001707879,1
B0018,2008-08-16 11:21:22,118.0,68.24,0.0879110001707879,1
B0018,2008-08-16 15:02:56,119.0,67.95,0.0879110001707879,1
B0018,2008-08-16 19:15:49,120.0,67.31,0.0957073119737363,1
B0018,2008-08-18 14:27:16,121.0,71.34,0.0911517651919058,1
B0018,2008-08-18 18:08:54,122.0,70.32,0.0911517651919058,1
B0018,2008-08-18 21:48:48,123.0,69.67,0.0911517651919058,1
B0018,2008-08-19 01:25:43,124.0,69.41,0.0911517651919058,1
B0018,2008-08-19 05:17:05,125.0,68.51,0.0911517651919058,1
B0018,2008-08-19 09:39:42,126.0,68.98,0.0903487114950748,1
B0018,2008-08-19 13:17:33,127.0,68.43,0.0903487114950748,1
B0018,2008-08-19 16:54:51,128.0,68.14,0.0903487114950748,1
B0018,2008-08-19 20:32:20,129.0,68.17,0.0903487114950748,1
B0018,2008-08-20 00:43:05,130.0,67.59,0.0920096535708447,1
B0018,2008-08-20 05:02:00,131.0,67.74,0.0889588507439178,1
B0018,2008-08-20 08:37:19,132.0,67.05,0.0889588507439178,1
