type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,elapsed_hours_from_first,hours_from_prev_operation,group,end_reason,analysis_role,test_temperature_profile,load_profile,eol_rule_source,cutoff_voltage,discharge_current,eol_fade_threshold,re_diff,imp_flag,imp_exclude,imp_anomaly,impedance_cycle_no
impedance,2008-05-20 11:56:55,24,B0005,493,5614,05614.csv,,0.0544764766226083,0.076731405470294,1150.8105555555555,0.8255555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0015450018821546035,valid,False,False,219
impedance,2008-05-20 15:25:23,24,B0005,495,5616,05616.csv,,0.0558892929774587,0.0822632105400608,1154.285,2.9402777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0014128163548503964,valid,False,False,220
impedance,2008-05-20 16:46:59,24,B0005,497,5618,05618.csv,,0.0559960790318425,0.0765144084909361,1155.645,0.8255555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00010678605438380062,valid,False,False,221
impedance,2008-05-20 20:18:35,24,B0005,499,5620,05620.csv,,0.058417783681159,0.0802980949053397,1159.1716666666666,2.9922222222222223,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0024217046493165,valid,False,False,222
impedance,2008-05-20 21:40:11,24,B0005,501,5622,05622.csv,,0.0522799658181192,0.0748661512325851,1160.5316666666668,0.8255555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.006137817863039796,valid,False,False,223
impedance,2008-05-21 01:07:35,24,B0005,503,5624,05624.csv,,0.0564114331702625,0.0819223123309917,1163.9883333333332,2.922222222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0041314673521433,valid,False,False,224
impedance,2008-05-21 02:29:02,24,B0005,505,5626,05626.csv,,0.0535080453129486,0.0761041943808202,1165.3458333333333,0.8233333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0029033878573139008,valid,False,False,225
impedance,2008-05-21 05:52:23,24,B0005,507,5628,05628.csv,,0.0556801596408686,0.0817739908657299,1168.735,2.854722222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0021721143279199995,valid,False,False,226
impedance,2008-05-21 07:13:41,24,B0005,509,5630,05630.csv,,0.0538928061839937,0.077783095605788,1170.09,0.8205555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0017873534568749044,valid,False,False,227
impedance,2008-05-21 10:46:01,24,B0005,511,5632,05632.csv,,0.0562102576035285,0.0832806716843878,1173.628888888889,3.0044444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.002317451419534801,valid,False,False,228
impedance,2008-05-21 12:07:20,24,B0005,513,5634,05634.csv,,0.0550026125417602,0.0770552542641119,1174.9841666666666,0.8205555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001207645061768299,valid,False,False,229
impedance,2008-05-21 15:38:16,24,B0005,515,5636,05636.csv,,0.0557945214118623,0.0829501208969064,1178.4997222222223,2.9808333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007919088701021024,valid,False,False,230
impedance,2008-05-21 16:59:36,24,B0005,517,5638,05638.csv,,0.0554779369160649,0.0770016735510511,1179.8552777777777,0.8208333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0003165844957973979,valid,False,False,231
impedance,2008-05-21 20:30:05,24,B0005,519,5640,05640.csv,,0.0577997146659989,0.0819030322921605,1183.3633333333332,2.973611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.002321777749933994,valid,False,False,232
impedance,2008-05-21 21:51:16,24,B0005,521,5642,05642.csv,,0.0551315981621806,0.0770556564481534,1184.7163888888888,0.8186111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0026681165038182977,valid,False,False,233
impedance,2008-05-22 01:10:54,24,B0005,523,5644,05644.csv,,0.0557752947285812,0.0829467411842261,1188.0436111111112,2.7925,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006436965664005992,valid,False,False,234
impedance,2008-05-22 02:32:06,24,B0005,525,5646,05646.csv,,0.0558114389603303,0.0765519381759145,1189.3969444444444,0.8186111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,3.614423174910092e-05,valid,False,False,235
impedance,2008-05-22 06:00:35,24,B0005,527,5648,05648.csv,,0.0565593913134022,0.0823749011789342,1192.8716666666667,2.94,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007479523530719012,valid,False,False,236
impedance,2008-05-22 07:21:37,24,B0005,529,5650,05650.csv,,0.0551733907076003,0.0773022390461144,1194.2222222222222,0.8158333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013860006058019,valid,False,False,237
impedance,2008-05-22 10:51:17,24,B0005,531,5652,05652.csv,,0.0533442468786474,0.0844856223082752,1197.7166666666667,2.959722222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0018291438289528977,valid,False,False,238
impedance,2008-05-22 12:12:19,24,B0005,533,5654,05654.csv,,0.0562033827658035,0.0784357489585933,1199.0672222222222,0.8158333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0028591358871560973,valid,False,False,239
impedance,2008-05-22 15:45:53,24,B0005,535,5656,05656.csv,,0.0562624789782491,0.0830662312193171,1202.6266666666668,3.024722222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,5.9096212445597374e-05,valid,False,False,240
impedance,2008-05-22 17:06:57,24,B0005,537,5658,05658.csv,,0.0541228487641692,0.078534390669906,1203.9777777777779,0.8163888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.002139630214079896,valid,False,False,241
impedance,2008-05-22 20:27:44,24,B0005,539,5660,05660.csv,,0.0533942499874629,0.0833563552790388,1207.3241666666668,2.8116666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007285987767063004,valid,False,False,242
impedance,2008-05-22 21:48:39,24,B0005,541,5662,05662.csv,,0.0554582382488268,0.0786606937217423,1208.6727777777778,0.8136111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0020639882613638985,valid,False,False,243
impedance,2008-05-23 11:41:10,24,B0005,543,5664,05664.csv,,0.0585452523507112,0.0883688518598075,1222.5480555555555,13.340555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0030870141018844027,valid,False,False,244
impedance,2008-05-23 13:02:15,24,B0005,545,5666,05666.csv,,0.0578494172996275,0.0807877386784969,1223.8994444444445,0.8163888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006958350510837055,valid,False,False,245
impedance,2008-05-23 21:03:54,24,B0005,548,5669,05669.csv,,0.0586149960845794,0.0815465143150512,1231.9269444444444,0.8236111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.000765578784951905,valid,False,False,246
impedance,2008-05-24 00:37:15,24,B0005,550,5671,05671.csv,,0.0614238568689426,0.0849639039583958,1235.4827777777778,3.0208333333333335,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0028088607843631958,valid,False,False,247
impedance,2008-05-24 01:58:28,24,B0005,552,5673,05673.csv,,0.0551459068450945,0.0813192213089552,1236.836388888889,0.8186111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0062779500238480945,valid,False,False,248
impedance,2008-05-24 05:28:14,24,B0005,554,5675,05675.csv,,0.0595233803017997,0.0872083312129923,1240.3325,2.9611111111111112,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.004377473456705194,valid,False,False,249
impedance,2008-05-24 06:49:19,24,B0005,556,5677,05677.csv,,0.0603952185069324,0.0811864906463204,1241.683888888889,0.8163888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008718382051327023,valid,False,False,250
impedance,2008-05-24 10:10:44,24,B0005,558,5679,05679.csv,,0.0592615908588067,0.0877786866945486,1245.0408333333332,2.8219444444444446,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001133627648125697,valid,False,False,251
impedance,2008-05-24 11:31:49,24,B0005,560,5681,05681.csv,,0.0583733215181787,0.0816868861335481,1246.3922222222222,0.8163888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008882693406280021,valid,False,False,252
impedance,2008-05-24 14:59:04,24,B0005,562,5683,05683.csv,,0.0595237845894433,0.0884300775522404,1249.846388888889,2.9191666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0011504630712646027,valid,False,False,253
impedance,2008-05-24 16:20:01,24,B0005,564,5685,05685.csv,,0.0589153175300952,0.0824288897344761,1251.1955555555555,0.8141666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006084670593481042,valid,False,False,254
impedance,2008-05-24 19:49:07,24,B0005,566,5687,05687.csv,,0.0596766481170581,0.0858437497371109,1254.6805555555557,2.95,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007613305869628995,valid,False,False,255
impedance,2008-05-24 21:10:04,24,B0005,568,5689,05689.csv,,0.0567930805598689,0.0827724195106258,1256.0297222222223,0.8141666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.002883567557189201,valid,False,False,256
impedance,2008-05-25 00:34:43,24,B0005,570,5691,05691.csv,,0.0597598846304888,0.0866248363959436,1259.4405555555556,2.8758333333333335,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0029668040706199023,valid,False,False,257
impedance,2008-05-25 01:55:30,24,B0005,572,5693,05693.csv,,0.0615488024564626,0.0816665011580909,1260.7869444444445,0.8113888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0017889178259737973,valid,False,False,258
impedance,2008-05-25 05:25:11,24,B0005,574,5695,05695.csv,,0.0595025916574528,0.0863688291866818,1264.2816666666668,2.9594444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0020462107990097955,valid,False,False,259
impedance,2008-05-25 06:45:59,24,B0005,576,5697,05697.csv,,0.0581578571536546,0.0807663840903387,1265.6283333333333,0.8116666666666666,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013447345037981978,valid,False,False,260
impedance,2008-05-25 10:19:30,24,B0005,578,5699,05699.csv,,0.0595559805528939,0.0882183154162739,1269.1869444444444,3.0233333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013981233992392955,valid,False,False,261
impedance,2008-05-25 11:40:09,24,B0005,580,5701,05701.csv,,0.0599824237438825,0.0804083760718141,1270.5311111111112,0.8088888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004264431909885985,valid,False,False,262
impedance,2008-05-25 15:05:01,24,B0005,582,5703,05703.csv,,0.0594913647911852,0.0887302979407742,1273.9455555555555,2.879166666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004910589526972986,valid,False,False,263
impedance,2008-05-25 16:25:42,24,B0005,584,5705,05705.csv,,0.0603212164966373,0.080340961111739,1275.2902777777779,0.8094444444444444,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.000829851705452099,valid,False,False,264
impedance,2008-05-25 19:50:54,24,B0005,586,5707,05707.csv,,0.0605211492470791,0.0875362397797066,1278.7102777777777,2.8847222222222224,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00019993275044179887,valid,False,False,265
impedance,2008-05-25 21:11:31,24,B0005,588,5709,05709.csv,,0.0596068139816517,0.0821950835712786,1280.0538888888889,0.8075,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0009143352654273976,valid,False,False,266
impedance,2008-05-26 00:40:52,24,B0005,590,5711,05711.csv,,0.0598267789972628,0.0885380186023552,1283.5430555555556,2.953333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00021996501561109827,valid,False,False,267
impedance,2008-05-26 02:01:29,24,B0005,592,5713,05713.csv,,0.0611546713152681,0.0812995137183745,1284.8866666666668,0.8075,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013278923180052998,valid,False,False,268
impedance,2008-05-26 05:28:58,24,B0005,594,5715,05715.csv,,0.0579443936914469,0.0889051987685422,1288.3447222222221,2.9219444444444442,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0032102776238212005,valid,False,False,269
impedance,2008-05-26 06:49:35,24,B0005,596,5717,05717.csv,,0.0549948345037044,0.083252512813617,1289.6883333333333,0.8075,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0029495591877424995,valid,False,False,270
impedance,2008-05-26 10:12:28,24,B0005,598,5719,05719.csv,,0.0617593122518427,0.0847212726764891,1293.0697222222223,2.8455555555555554,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.006764477748138306,valid,False,False,271
impedance,2008-05-26 11:32:56,24,B0005,600,5721,05721.csv,,0.0584561293174277,0.0827019367389164,1294.4108333333334,0.805,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0033031829344150054,valid,False,False,272
impedance,2008-05-26 14:58:33,24,B0005,602,5723,05723.csv,,0.0589890803958647,0.0857362189277121,1297.8377777777778,2.8905555555555558,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005329510784370037,valid,False,False,273
impedance,2008-05-26 16:19:02,24,B0005,604,5725,05725.csv,,0.0588008441939559,0.0823698343756594,1299.1791666666666,0.8052777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00018823620190880352,valid,False,False,274
impedance,2008-05-26 19:48:54,24,B0005,606,5727,05727.csv,,0.0576302972016358,0.0874238934793032,1302.6769444444444,2.961388888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0011705469923200956,valid,False,False,275
impedance,2008-05-26 21:09:22,24,B0005,608,5729,05729.csv,,0.058983889383344,0.0825221175510128,1304.0180555555555,0.805,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013535921817081978,valid,False,False,276
impedance,2008-05-27 00:27:55,24,B0005,610,5731,05731.csv,,0.0578237493933031,0.0897568704647984,1307.3272222222222,2.772777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001160139990040901,valid,False,False,277
impedance,2008-05-27 21:34:28,24,B0005,614,5735,05735.csv,,0.0500357319580317,0.0747923461368755,1328.4363888888888,0.8127777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0077880174352713966,valid,False,False,278
impedance,2008-04-18 20:55:29,24,B0006,40,4545,04545.csv,,0.0612335902100034,0.0785415394665875,391.7866666666667,3.3519444444444444,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,,valid,False,False,1
impedance,2008-04-18 22:39:16,24,B0006,42,4547,04547.csv,,0.0656168494638861,0.0886832084583472,393.5163888888889,1.4825,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0043832592538827,valid,False,False,2
impedance,2008-04-19 02:14:27,24,B0006,44,4549,04549.csv,,0.06062991544979,0.0780240937829042,397.10277777777776,3.341388888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.004986934014096098,valid,False,False,3
impedance,2008-04-19 03:57:24,24,B0006,46,4551,04551.csv,,0.0626250732462495,0.0853372553147085,398.8186111111111,1.4708333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001995157796459493,valid,False,False,4
impedance,2008-04-19 07:32:33,24,B0006,48,4553,04553.csv,,0.0608598716542857,0.078402402030253,402.40444444444444,3.3408333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0017652015919637984,valid,False,False,5
impedance,2008-04-19 09:15:10,24,B0006,50,4555,04555.csv,,0.0622495710823437,0.0844084966382038,404.1147222222222,1.4652777777777777,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001389699428058,valid,False,False,6
impedance,2008-04-19 12:47:00,24,B0006,52,4557,04557.csv,,0.0600645081818017,0.0780709338220486,407.6452777777778,3.2855555555555553,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0021850629005419966,valid,False,False,7
impedance,2008-04-19 14:28:58,24,B0006,54,4559,04559.csv,,0.0622010238603739,0.0843708463839711,409.34472222222223,1.4544444444444444,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.002136515678572197,valid,False,False,8
impedance,2008-04-19 18:12:47,24,B0006,56,4561,04561.csv,,0.0591313085340746,0.0779557075787303,413.075,3.485,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0030697153262993007,valid,False,False,9
impedance,2008-04-19 19:55:05,24,B0006,58,4563,04563.csv,,0.0620735017548995,0.0838418603746595,414.78,1.46,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0029421932208249027,valid,False,False,10
impedance,2008-04-19 23:27:13,24,B0006,60,4565,04565.csv,,0.0605969875451187,0.0793818256613338,418.31555555555553,3.2905555555555557,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001476514209780802,valid,False,False,11
impedance,2008-04-20 01:08:11,24,B0006,62,4567,04567.csv,,0.0620059553592676,0.0824334688248624,419.99833333333333,1.4377777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001408967814148905,valid,False,False,12
impedance,2008-04-20 04:39:59,24,B0006,64,4569,04569.csv,,0.0604355089729667,0.0794940929426612,423.5283333333333,3.285,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001570446386300904,valid,False,False,13
impedance,2008-04-20 06:20:57,24,B0006,66,4571,04571.csv,,0.0625181731066187,0.0841379066387299,425.2111111111111,1.4377777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.002082664133651997,valid,False,False,14
impedance,2008-04-20 10:01:46,24,B0006,68,4573,04573.csv,,0.0598822703747387,0.0787121835729847,428.8913888888889,3.435277777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0026359027318799966,valid,False,False,15
impedance,2008-04-20 11:42:26,24,B0006,70,4575,04575.csv,,0.0609532705328723,0.082692886038967,430.56916666666666,1.4327777777777777,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001071000158133599,valid,False,False,16
impedance,2008-04-20 15:22:22,24,B0006,72,4577,04577.csv,,0.0605872148226689,0.0798953392291199,434.2347222222222,3.4205555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0003660557102034001,valid,False,False,17
impedance,2008-04-20 17:03:01,24,B0006,74,4579,04579.csv,,0.0623656407181244,0.0838905459318235,435.9122222222222,1.4322222222222223,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0017784258954555016,valid,False,False,18
impedance,2008-04-20 20:35:56,24,B0006,76,4581,04581.csv,,0.0609083651903455,0.0797490751361702,439.4608333333333,3.3033333333333332,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001457275527778898,valid,False,False,19
impedance,2008-04-20 22:16:35,24,B0006,78,4583,04583.csv,,0.0623876560738503,0.0842744747657226,441.1383333333333,1.4325,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0014792908835047983,valid,False,False,20
impedance,2008-04-21 02:00:19,24,B0006,80,4585,04585.csv,,0.0603691524730691,0.0801450681587133,444.8672222222222,3.483611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0020185036007812004,valid,False,False,21
impedance,2008-04-21 03:26:58,24,B0006,82,4587,04587.csv,,0.0620914468566786,0.0816430296477719,446.31138888888887,1.198888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0017222943836094975,valid,False,False,22
impedance,2008-04-22 16:33:03,24,B0006,86,4591,04591.csv,,0.063565361566046,0.0815083438568061,483.41277777777776,0.9872222222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0014739147093674049,valid,False,False,23
impedance,2008-04-22 19:54:32,24,B0006,88,4593,04593.csv,,0.0623200318333744,0.0802116916237253,486.7708333333333,2.8275,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0012453297326716004,valid,False,False,24
impedance,2008-04-22 21:24:34,24,B0006,90,4595,04595.csv,,0.0629416819377525,0.0819917256267003,488.2713888888889,0.9711111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0006216501043780978,valid,False,False,25
impedance,2008-04-23 00:46:24,24,B0006,92,4597,04597.csv,,0.0618912233003596,0.0812080578761546,491.6352777777778,2.8341666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0010504586373928995,valid,False,False,26
impedance,2008-04-23 02:16:08,24,B0006,94,4599,04599.csv,,0.0628654066217946,0.0814468267605238,493.1308333333333,0.9658333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0009741833214350001,valid,False,False,27
impedance,2008-04-23 05:46:32,24,B0006,96,4601,04601.csv,,0.0617164212906492,0.0815016521658017,496.6375,2.9769444444444444,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001148985331145401,valid,False,False,28
impedance,2008-04-23 07:16:07,24,B0006,98,4603,04603.csv,,0.0629152463770514,0.0827711664214759,498.13055555555553,0.9633333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0011988250864021985,valid,False,False,29
impedance,2008-04-23 10:36:13,24,B0006,100,4605,04605.csv,,0.0619987848117648,0.0813876104403678,501.46555555555557,2.805277777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0009164615652865957,valid,False,False,30
impedance,2008-04-23 12:05:30,24,B0006,102,4607,04607.csv,,0.063077623330134,0.0828714690508149,502.9536111111111,0.9583333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0010788385183692004,valid,False,False,31
impedance,2008-04-23 15:34:37,24,B0006,104,4609,04609.csv,,0.0625040605488016,0.0816912469233858,506.43888888888887,2.9555555555555557,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0005735627813324012,valid,False,False,32
impedance,2008-04-23 17:03:55,24,B0006,106,4611,04611.csv,,0.0627995855607608,0.0818468337271938,507.9272222222222,0.9583333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.00029552501195920233,valid,False,False,33
impedance,2008-04-23 20:31:10,24,B0006,108,4613,04613.csv,,0.0620138868647238,0.0813161008134317,511.38138888888886,2.9244444444444446,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0007856986960370071,valid,False,False,34
impedance,2008-04-23 22:00:19,24,B0006,110,4615,04615.csv,,0.0630836006264319,0.0826425768350357,512.8672222222223,0.9558333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0010697137617080993,valid,False,False,35
impedance,2008-04-24 01:19:46,24,B0006,112,4617,04617.csv,,0.0618301921741058,0.0812043516055386,516.1913888888889,2.7944444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0012534084523260977,valid,False,False,36
impedance,2008-04-24 02:48:35,24,B0006,114,4619,04619.csv,,0.0631329064136287,0.0837217579093773,517.6716666666666,0.9505555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001302714239522905,valid,False,False,37
impedance,2008-04-24 06:18:12,24,B0006,116,4621,04621.csv,,0.0628269465788076,0.0834715784465107,521.1652777777778,2.963611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.00030595983482110956,valid,False,False,38
impedance,2008-04-24 07:46:53,24,B0006,118,4623,04623.csv,,0.0633635242133612,0.0837975537463188,522.6433333333333,0.9480555555555555,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0005365776345536005,valid,False,False,39
impedance,2008-04-24 11:17:36,24,B0006,120,4625,04625.csv,,0.0634981757133398,0.0838548867166324,526.1552777777778,2.9819444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0001346514999785997,valid,False,False,40
impedance,2008-04-24 12:46:08,24,B0006,122,4627,04627.csv,,0.0626407868157124,0.0829902829233761,527.6308333333334,0.9455555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0008573888976273897,valid,False,False,41
impedance,2008-04-24 16:14:07,24,B0006,124,4629,04629.csv,,0.0609451399361485,0.082015904986437,531.0972222222222,2.9363888888888887,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.001695646879563903,valid,False,False,42
impedance,2008-04-24 17:42:40,24,B0006,126,4631,04631.csv,,0.0639508532502377,0.0832684036551876,532.5730555555556,0.9455555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,0.0030057133140891923,valid,False,False,43
impedance,2008-04-24 21:06:22,24,B0006,128,4633,04633.csv,,0.0639175801612165,0.0821657170874893,535.9680555555556,2.865,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.5,2A_CC,0.3,3.3273089021193525e-05,valid,False,False,44
