uid,battery_id,group,discharge_cycle_raw,Capacity,SOH_nominal,SOH_relative,eol_cycle,RUL,analysis_role,end_reason,ambient_temperature,start_time,mean_voltage,mean_current,mean_temp,Rct,init_cap,init_soh
6284,B0007,A,151,1.4672063484781797,73.36,78.02,,,main,EOL,24,2008-05-23 20:14:29,3.480518309485383,-1.865825956185037,32.637733704417855,0.0903288384983189,1.8806626717011388,94.55
6288,B0007,A,152,1.4518640367848883,72.59,77.2,,,main,EOL,24,2008-05-24 01:09:21,3.4723137993738336,-1.8647784241320742,32.665258715232376,0.0867162456940854,1.8806626717011388,94.55
6292,B0007,A,153,1.44713797527485,72.36,76.95,,,main,EOL,24,2008-05-24 06:00:20,3.474362108592906,-1.8578958465335809,32.502652632323915,0.0883740485896972,1.8806626717011388,94.55
6296,B0007,A,154,1.441790586562399,72.09,76.66,,,main,EOL,24,2008-05-24 10:42:50,3.4722823212388754,-1.8511947629213035,32.446842086875606,0.0888955702865366,1.8806626717011388,94.55
6300,B0007,A,155,1.431630947911111,71.58,76.12,,,main,EOL,24,2008-05-24 15:31:10,3.4701761898320465,-1.8509042611451945,32.39361892904713,0.0901737804549904,1.8806626717011388,94.55
6304,B0007,A,156,1.4318084249673686,71.59,76.13,,,main,EOL,24,2008-05-24 20:21:13,3.4635011119445216,-1.8508582746706244,32.417221778010834,0.090247979907766,1.8806626717011388,94.55
6308,B0007,A,157,1.4262562585106868,71.31,75.84,,,main,EOL,24,2008-05-25 01:06:49,3.467453100453348,-1.8504182940365097,32.40094040453025,0.0911554578467061,1.8806626717011388,94.55
6312,B0007,A,158,1.4260877528924911,71.3,75.83,,,main,EOL,24,2008-05-25 05:57:17,3.4675864728547845,-1.8436892876926974,32.36314241861483,0.0917263788119531,1.8806626717011388,94.55
6316,B0007,A,159,1.4212633510031694,71.06,75.57,,,main,EOL,24,2008-05-25 10:51:37,3.462182535852444,-1.849873307044976,32.382600705235255,0.0887764223987608,1.8806626717011388,94.55
6320,B0007,A,160,1.4163272748795108,70.82,75.31,,,main,EOL,24,2008-05-25 15:37:08,3.465962999117945,-1.8432877207292044,32.43238180145719,0.0891371873470344,1.8806626717011388,94.55
6324,B0007,A,161,1.4165781829175994,70.83,75.32,,,main,EOL,24,2008-05-25 20:23:04,3.4601727514874407,-1.8494580225090995,32.4886182994049,0.0893174652975898,1.8806626717011388,94.55
6328,B0007,A,162,1.4108401729425175,70.54,75.02,,,main,EOL,24,2008-05-26 01:13:02,3.464226115253961,-1.8426221358637018,32.524062377970175,0.0907572748025285,1.8806626717011388,94.55
6332,B0007,A,163,1.4109949628347804,70.55,75.03,,,main,EOL,24,2008-05-26 06:01:08,3.458799193390812,-1.8427098003104345,32.482615965621896,0.0912602372721357,1.8806626717011388,94.55
6336,B0007,A,164,1.40617142903988,70.31,74.77,,,main,EOL,24,2008-05-26 10:44:38,3.4620805499710854,-1.842239518040086,32.46389583182878,0.0933150676288513,1.8806626717011388,94.55
6340,B0007,A,165,1.4063358479692922,70.32,74.78,,,main,EOL,24,2008-05-26 15:30:43,3.4578782949034523,-1.842252843487983,32.55681404542561,0.0935717748030131,1.8806626717011388,94.55
6344,B0007,A,166,1.4004552399066514,70.02,74.47,,,main,EOL,24,2008-05-26 20:21:04,3.461590937144893,-1.8356063485512328,32.57629643048425,0.0913267326241943,1.8806626717011388,94.55
6348,B0007,A,167,1.4217865046055154,71.09,75.6,,,main,EOL,24,2008-05-27 15:52:41,3.462906230864041,-1.8561013515700384,32.81804879809979,0.0933135093128193,1.8806626717011388,94.55
6350,B0007,A,168,1.4324552720625434,71.62,76.17,,,main,EOL,24,2008-05-27 20:45:42,3.4753580425264796,-1.8574370794605966,32.92941193334214,0.0933135093128193,1.8806626717011388,94.55
6355,B0018,A,1,1.8550045207910817,92.75,100.84,97.0,96.0,main,EOL,24,2008-07-07 15:15:28,3.527546226327255,-1.9541761960216968,31.773285281389256,0.09555369570022,1.8396018424355425,92.75
6359,B0018,A,2,1.8431955317089987,92.16,100.2,97.0,95.0,main,EOL,24,2008-07-07 21:53:06,3.534835576186522,-1.9474374301153292,31.92489159472864,0.0916190292546578,1.8396018424355425,92.75
6363,B0018,A,3,1.8396018424355425,91.98,100.0,97.0,94.0,main,EOL,24,2008-07-08 02:56:08,3.538246596159443,-1.9520511323479741,31.31691283374216,0.0918828824623866,1.8396018424355425,92.75
6367,B0018,A,4,1.8306736044962053,91.53,99.51,97.0,93.0,main,EOL,24,2008-07-08 07:58:55,3.537697945111873,-1.9460914562122762,30.821190751176527,0.0914120280962234,1.8396018424355425,92.75
6370,B0018,A,5,1.8327002069419656,91.64,99.62,97.0,92.0,main,EOL,24,2008-07-08 18:57:48,3.542667604586918,-1.9412796601390512,31.953469715114366,0.0920187644768557,1.8396018424355425,92.75
6372,B0018,A,6,1.8285288846046388,91.43,99.4,97.0,91.0,main,EOL,24,2008-07-08 22:57:17,3.545103733047733,-1.9400338819083036,32.02311236185272,0.0878449584531599,1.8396018424355425,92.75
6374,B0018,A,7,1.8212011895697924,91.06,99.0,97.0,90.0,main,EOL,24,2008-07-09 02:56:41,3.5475142438631493,-1.9335667184847714,31.634533158077694,0.0878449584531599,1.8396018424355425,92.75
6376,B0018,A,8,1.815170010643328,90.76,98.67,97.0,89.0,main,EOL,24,2008-07-09 06:55:54,3.544812433691423,-1.9332161326561408,31.288194921595714,0.0878449584531599,1.8396018424355425,92.75
6379,B0018,A,9,1.8042980520967649,90.21,98.08,97.0,88.0,main,EOL,24,2008-07-09 11:26:41,3.5434780274164095,-1.9325959489970461,31.11122470608501,0.0878449584531599,1.8396018424355425,92.75
6382,B0018,A,10,1.8231002302844224,91.16,99.1,97.0,87.0,main,EOL,24,2008-07-10 16:34:39,3.543133206790043,-1.9387520938161948,31.13166983979621,0.0879548425080303,1.8396018424355425,92.75
6384,B0018,A,11,1.8121253520255491,90.61,98.51,97.0,86.0,main,EOL,24,2008-07-10 20:33:58,3.545155146280937,-1.9319248326301848,31.513057759074577,0.0879548425080303,1.8396018424355425,92.75
6386,B0018,A,12,1.8046916382117768,90.23,98.1,97.0,85.0,main,EOL,24,2008-07-11 00:30:25,3.545032366549762,-1.9249594896453865,31.31102568785445,0.0879548425080303,1.8396018424355425,92.75
6388,B0018,A,13,1.790844349786295,89.54,97.35,97.0,84.0,main,EOL,24,2008-07-11 04:28:49,3.5440892170496823,-1.9179528942264992,30.893964711700164,0.0879548425080303,1.8396018424355425,92.75
6391,B0018,A,14,1.783470722841926,89.17,96.95,97.0,83.0,main,EOL,24,2008-07-11 08:59:08,3.541317108618482,-1.917373033348097,30.540598970902945,0.0879548425080303,1.8396018424355425,92.75
6394,B0018,A,15,1.7809386125310702,89.05,96.81,97.0,82.0,main,EOL,24,2008-07-11 14:27:05,3.5411979795425177,-1.9180652422275584,30.82566018736548,0.0871066350454787,1.8396018424355425,92.75
6396,B0018,A,16,1.771209039672698,88.56,96.28,97.0,81.0,main,EOL,24,2008-07-11 18:25:27,3.541255460524434,-1.9106033469326074,31.451400678644543,0.0871066350454787,1.8396018424355425,92.75
6398,B0018,A,17,1.7686303996707076,88.43,96.14,97.0,80.0,main,EOL,24,2008-07-11 22:22:05,3.5427478949705886,-1.909404549449075,31.518847747922937,0.0875492997393303,1.8396018424355425,92.75
6400,B0018,A,18,1.7536304801917124,87.68,95.33,97.0,79.0,main,EOL,24,2008-07-12 02:18:11,3.541251093602656,-1.8960567702455413,31.11237289077096,0.0875492997393303,1.8396018424355425,92.75
6403,B0018,A,19,1.7462197416415093,87.31,94.92,97.0,78.0,main,EOL,24,2008-07-12 06:45:43,3.5350260562177445,-1.894841166060574,30.586452588663985,0.0875492997393303,1.8396018424355425,92.75
6406,B0018,A,20,1.7376647337053737,86.88,94.46,97.0,77.0,main,EOL,24,2008-07-12 11:15:36,3.532662762431978,-1.90021436299665,30.242913021104116,0.085709711905584,1.8396018424355425,92.75
6408,B0018,A,21,1.7315166735475835,86.58,94.12,97.0,76.0,main,EOL,24,2008-07-12 15:13:28,3.5333109441755526,-1.8936767267608487,30.10270376338569,0.085709711905584,1.8396018424355425,92.75
6410,B0018,A,22,1.7085949894470602,85.43,92.88,97.0,75.0,main,EOL,24,2008-07-12 18:52:45,3.52738705832889,-1.8739718829459886,30.251184852221936,0.088484820718071,1.8396018424355425,92.75
6412,B0018,A,23,1.711469957068211,85.57,93.03,97.0,74.0,main,EOL,24,2008-07-12 22:50:29,3.5296025965720452,-1.8791764961687347,30.21240770439111,0.088484820718071,1.8396018424355425,92.75
6415,B0018,A,24,1.7075021373272627,85.38,92.82,97.0,73.0,main,EOL,24,2008-07-13 03:19:05,3.5289707694229833,-1.8780560689384003,30.125011009636168,0.088484820718071,1.8396018424355425,92.75
6418,B0018,A,25,1.7492382064360228,87.46,95.09,97.0,72.0,main,EOL,24,2008-07-14 13:08:20,3.5322741848919814,-1.8993718818269214,30.22428629982563,0.0850061597091283,1.8396018424355425,92.75
6420,B0018,A,26,1.7327697147429957,86.64,94.19,97.0,71.0,main,EOL,24,2008-07-14 17:03:45,3.532438322521663,-1.8926958551018211,30.976376254737342,0.0850061597091283,1.8396018424355425,92.75
6422,B0018,A,27,1.7222313328292376,86.11,93.62,97.0,70.0,main,EOL,24,2008-07-14 20:57:32,3.5363211310943603,-1.8783667048362822,31.41570291330098,0.0850061597091283,1.8396018424355425,92.75
6424,B0018,A,28,1.711846298984729,85.59,93.06,97.0,69.0,main,EOL,24,2008-07-15 00:49:58,3.53353527421993,-1.8708343396819405,31.38329984153528,0.0850061597091283,1.8396018424355425,92.75
6427,B0018,A,29,1.699267835126687,84.96,92.37,97.0,68.0,main,EOL,24,2008-07-15 05:14:47,3.527012841842043,-1.8696567234639716,31.167937826253635,0.0850061597091283,1.8396018424355425,92.75
6430,B0018,A,30,1.6940366439243106,84.7,92.09,97.0,67.0,main,EOL,24,2008-07-15 09:43:28,3.52925730014011,-1.862372601459972,30.994690437264207,0.0854432604918211,1.8396018424355425,92.75
6432,B0018,A,31,1.6819027078768087,84.1,91.43,97.0,66.0,main,EOL,24,2008-07-15 13:36:47,3.52782149753447,-1.8547843408980225,31.055317978554893,0.0854432604918211,1.8396018424355425,92.75
6434,B0018,A,32,1.6769770618433686,83.85,91.16,97.0,65.0,main,EOL,24,2008-07-15 17:29:47,3.5256929574150133,-1.853876695074067,31.373945543706103,0.0861108271576963,1.8396018424355425,92.75
6436,B0018,A,33,1.6655229306478936,83.28,90.54,97.0,64.0,main,EOL,24,2008-07-15 21:21:30,3.524396248234728,-1.8457350374503356,31.561284107532266,0.0861108271576963,1.8396018424355425,92.75
6439,B0018,A,34,1.6571924575832084,82.86,90.08,97.0,63.0,main,EOL,24,2008-07-16 01:45:13,3.520797576383474,-1.8382538558498933,31.318474723902874,0.0861108271576963,1.8396018424355425,92.75
6442,B0018,A,35,1.6482241555294048,82.41,89.6,97.0,62.0,main,EOL,24,2008-07-16 06:12:34,3.519457281260753,-1.8435676915974055,31.104012325043946,0.0841039159798283,1.8396018424355425,92.75
6444,B0018,A,36,1.6387701497987262,81.94,89.08,97.0,61.0,main,EOL,24,2008-07-16 10:05:40,3.513165600287965,-1.8370446700265697,30.989730398009076,0.0841039159798283,1.8396018424355425,92.75
6446,B0018,A,37,1.6276486907262062,81.38,88.48,97.0,60.0,main,EOL,24,2008-07-16 13:57:42,3.517217159454334,-1.8211904293154166,30.967851972472324,0.0871128650055224,1.8396018424355425,92.75
6448,B0018,A,38,1.62215370227252,81.11,88.18,97.0,59.0,main,EOL,24,2008-07-16 17:51:36,3.5120091114107965,-1.8270453339799264,31.285342046153826,0.0871128650055224,1.8396018424355425,92.75
6451,B0018,A,39,1.6140066510467586,80.7,87.74,97.0,58.0,main,EOL,24,2008-07-16 22:13:57,3.50911052654104,-1.819052179250902,31.41096207271253,0.0871128650055224,1.8396018424355425,92.75
6454,B0018,A,40,1.6760516154424625,83.8,91.11,97.0,57.0,main,EOL,24,2008-07-18 17:28:12,3.516106699716392,-1.8693745969498121,30.755137125871208,0.0877848925885978,1.8396018424355425,92.75
6456,B0018,A,41,1.649300642552199,82.47,89.66,97.0,56.0,main,EOL,24,2008-07-18 21:19:44,3.519010068254593,-1.8397704438716282,30.977446633931525,0.0877848925885978,1.8396018424355425,92.75
6458,B0018,A,42,1.63238299185809,81.62,88.74,97.0,55.0,main,EOL,24,2008-07-19 01:10:07,3.512421274222929,-1.837963396328485,30.800512192698992,0.0877848925885978,1.8396018424355425,92.75
6460,B0018,A,43,1.6164159719025777,80.82,87.87,97.0,54.0,main,EOL,24,2008-07-19 05:01:04,3.50815215295169,-1.829610957890379,30.616192795676138,0.0877848925885978,1.8396018424355425,92.75
6463,B0018,A,44,1.6109028378249377,80.55,87.57,97.0,53.0,main,EOL,24,2008-07-19 09:25:29,3.508648568515266,-1.8210831511954937,30.399839302766903,0.0877848925885978,1.8396018424355425,92.75
6466,B0018,A,45,1.5954638693695655,79.77,86.73,97.0,52.0,main,EOL,24,2008-07-19 13:53:00,3.505199343959548,-1.8199201144788144,30.38386825126278,0.0851627893757878,1.8396018424355425,92.75
6469,B0018,A,46,1.726707440085764,86.34,93.86,97.0,51.0,main,EOL,24,2008-07-29 18:34:27,3.523165280193866,-1.8951156248467713,30.576239500422755,0.0860082471809912,1.8396018424355425,92.75
6471,B0018,A,47,1.7165673917429751,85.83,93.31,97.0,50.0,main,EOL,24,2008-07-29 22:21:53,3.527269876472835,-1.8867694858233446,30.705906284556665,0.0860082471809912,1.8396018424355425,92.75
6473,B0018,A,48,1.6958235570934848,84.79,92.18,97.0,49.0,main,EOL,24,2008-07-30 02:09:48,3.526762654741574,-1.8786631828974338,30.62583594950684,0.0860082471809912,1.8396018424355425,92.75
6475,B0018,A,49,1.6777783190792557,83.89,91.2,97.0,48.0,main,EOL,24,2008-07-30 05:57:02,3.523020179476104,-1.8704748023295987,30.597357068657974,0.0860082471809912,1.8396018424355425,92.75
6477,B0018,A,50,1.6606586897774192,83.03,90.27,97.0,47.0,main,EOL,24,2008-07-30 09:52:21,3.5197923457982654,-1.8562833971202242,30.528493896066262,0.0860082471809912,1.8396018424355425,92.75
6480,B0018,A,51,1.6664109274827466,83.32,90.59,97.0,46.0,main,EOL,24,2008-07-30 19:28:07,3.525101458228723,-1.8625354754370638,31.203754246103966,0.0860082471809912,1.8396018424355425,92.75
6482,B0018,A,52,1.6468336174407805,82.34,89.52,97.0,45.0,main,EOL,24,2008-07-30 23:16:54,3.5185191998378453,-1.8606833274060017,31.172639449335037,0.0843178209735426,1.8396018424355425,92.75
6484,B0018,A,53,1.6257639928779952,81.29,88.38,97.0,44.0,main,EOL,24,2008-07-31 02:46:18,3.519080179428459,-1.8383636766891698,30.96825922704022,0.0843178209735426,1.8396018424355425,92.75
6486,B0018,A,54,1.6121577411874597,80.61,87.64,97.0,43.0,main,EOL,24,2008-07-31 06:15:17,3.51141672729024,-1.8436958588115402,30.821704306343133,0.0843178209735426,1.8396018424355425,92.75
6488,B0018,A,55,1.6057366823755344,80.29,87.29,97.0,42.0,main,EOL,24,2008-07-31 10:10:14,3.5108038681605738,-1.8362729789790888,30.765219721637386,0.0843178209735426,1.8396018424355425,92.75
6493,B0018,A,56,1.673645314879889,83.68,90.98,97.0,41.0,main,EOL,24,2008-08-01 17:46:33,3.5143261179075496,-1.864690278795044,30.809988428281613,0.0859882467642574,1.8396018424355425,92.75
6495,B0018,A,57,1.6404348572349936,82.02,89.17,97.0,40.0,main,EOL,24,2008-08-01 21:32:12,3.5196664048265607,-1.8572649157581866,31.039033590700278,0.0859882467642574,1.8396018424355425,92.75
6497,B0018,A,58,1.6132653317422077,80.66,87.7,97.0,39.0,main,EOL,24,2008-08-02 01:17:09,3.512403849382274,-1.8483454421357695,31.04176453157222,0.0859882467642574,1.8396018424355425,92.75
6499,B0018,A,59,1.5920964324686278,79.6,86.55,97.0,38.0,main,EOL,24,2008-08-02 05:03:55,3.507786223446011,-1.8391684222892488,30.959784195511773,0.0859882467642574,1.8396018424355425,92.75
6502,B0018,A,60,1.5866011820698824,79.33,86.25,97.0,37.0,main,EOL,24,2008-08-02 09:26:51,3.5076596102713244,-1.8303326102702338,30.843513277103145,0.0859882467642574,1.8396018424355425,92.75
6505,B0018,A,61,1.580076649033625,79.0,85.89,97.0,36.0,main,EOL,24,2008-08-02 13:55:03,3.507483356587462,-1.8292905998439237,30.79715740079787,0.084880750149247,1.8396018424355425,92.75
6507,B0018,A,62,1.5641732953289167,78.21,85.03,97.0,35.0,main,EOL,24,2008-08-02 17:41:59,3.5023865933440717,-1.8278449003095165,30.984434580754087,0.084880750149247,1.8396018424355425,92.75
6509,B0018,A,63,1.555618272193922,77.78,84.56,97.0,34.0,main,EOL,24,2008-08-02 21:29:24,3.5036934938850464,-1.8188198987741453,30.96789927513994,0.0884732058328667,1.8396018424355425,92.75
6511,B0018,A,64,1.5402045278637395,77.01,83.72,97.0,33.0,main,EOL,24,2008-08-03 01:16:07,3.4989948462048113,-1.8171940422604491,30.97661634519518,0.0884732058328667,1.8396018424355425,92.75
6514,B0018,A,65,1.5321613015959863,76.61,83.29,97.0,32.0,main,EOL,24,2008-08-03 05:39:11,3.495405576723954,-1.8157980815469457,30.897689619268053,0.0884732058328667,1.8396018424355425,92.75
6517,B0018,A,66,1.5316232403693415,76.58,83.26,97.0,31.0,main,EOL,24,2008-08-03 10:08:42,3.494528300232307,-1.822108117298183,30.815688222379325,0.085530754144125,1.8396018424355425,92.75
6519,B0018,A,67,1.5222595950771978,76.11,82.75,97.0,30.0,main,EOL,24,2008-08-03 13:54:25,3.4962554827793926,-1.8129628028687814,30.72618807915112,0.085530754144125,1.8396018424355425,92.75
6521,B0018,A,68,1.5065267126851285,75.33,81.89,97.0,29.0,main,EOL,24,2008-08-03 17:42:28,3.4876964619134596,-1.8044876731207795,30.768187126510046,0.090046169627389,1.8396018424355425,92.75
6523,B0018,A,69,1.5014219556532926,75.07,81.62,97.0,28.0,main,EOL,24,2008-08-03 21:26:49,3.486547580844067,-1.8099861759601843,30.775415173787835,0.090046169627389,1.8396018424355425,92.75
6526,B0018,A,70,1.4963534117486457,74.82,81.34,97.0,27.0,main,EOL,24,2008-08-04 01:48:42,3.4822981838823046,-1.8090400456598728,30.761821976538275,0.090046169627389,1.8396018424355425,92.75
6529,B0018,A,71,1.5334262000312422,76.67,83.36,97.0,26.0,main,EOL,24,2008-08-04 17:08:25,3.4918194817118686,-1.8273691233501441,30.913721930762733,0.0872013762847039,1.8396018424355425,92.75
6531,B0018,A,72,1.523845267514426,76.19,82.84,97.0,25.0,main,EOL,24,2008-08-04 20:55:13,3.493995853241935,-1.8180385592622932,31.228215653165606,0.0879797666852718,1.8396018424355425,92.75
6533,B0018,A,73,1.501192099426124,75.06,81.6,97.0,24.0,main,EOL,24,2008-08-05 00:41:24,3.4843770156296237,-1.8085351614741645,31.261679783387304,0.0879797666852718,1.8396018424355425,92.75
6535,B0018,A,74,1.492417671450291,74.62,81.13,97.0,23.0,main,EOL,24,2008-08-05 04:27:50,3.4859116793558376,-1.8068041184926535,31.18408593575448,0.0879797666852718,1.8396018424355425,92.75
6537,B0018,A,75,1.483323851940123,74.17,80.63,97.0,22.0,main,EOL,24,2008-08-05 08:23:48,3.4842787539766786,-1.8050190987020625,31.001432353085377,0.0879797666852718,1.8396018424355425,92.75
6540,B0018,A,76,1.4807376792294196,74.04,80.49,97.0,21.0,main,EOL,24,2008-08-05 12:50:42,3.4829886521206714,-1.8118563821702207,30.981374033120872,0.0879797666852718,1.8396018424355425,92.75
6542,B0018,A,77,1.4735077809902477,73.68,80.1,97.0,20.0,main,EOL,24,2008-08-05 16:36:12,3.483799876979844,-1.8021525551783737,31.088687926688607,0.0879797666852718,1.8396018424355425,92.75
6544,B0018,A,78,1.46801928526661,73.4,79.8,97.0,19.0,main,EOL,24,2008-08-05 20:21:46,3.4787540756450497,-1.8092953592546852,31.33642013376267,0.0910814973658125,1.8396018424355425,92.75
6546,B0018,A,79,1.458092355711902,72.9,79.26,97.0,18.0,main,EOL,24,2008-08-06 00:06:53,3.475219435178451,-1.8000309691416818,31.22599987103565,0.0910814973658125,1.8396018424355425,92.75
6549,B0018,A,80,1.44786609888914,72.39,78.71,97.0,17.0,main,EOL,24,2008-08-06 04:27:52,3.470739535801023,-1.7981302589297092,31.037323488688802,0.0910814973658125,1.8396018424355425,92.75
6552,B0018,A,81,1.4527808777541982,72.64,78.97,97.0,16.0,main,EOL,24,2008-08-06 08:55:24,3.474600910003521,-1.8058248446047422,30.81134922573182,0.0876297004096254,1.8396018424355425,92.75
6554,B0018,A,82,1.4425356364492432,72.13,78.42,97.0,15.0,main,EOL,24,2008-08-06 12:40:42,3.4740521567700093,-1.795955865281378,30.93222317974605,0.0876297004096254,1.8396018424355425,92.75
6556,B0018,A,83,1.4392712877203313,71.96,78.24,97.0,14.0,main,EOL,24,2008-08-06 16:25:32,3.475075728648004,-1.795105700364476,31.2155270703809,0.0922488167541978,1.8396018424355425,92.75
6558,B0018,A,84,1.4286475681888218,71.43,77.66,97.0,13.0,main,EOL,24,2008-08-06 20:09:11,3.4724243075964156,-1.7940097981352856,31.400797084337558,0.0922488167541978,1.8396018424355425,92.75
6561,B0018,A,85,1.4249026750004896,71.25,77.46,97.0,12.0,main,EOL,24,2008-08-07 00:27:39,3.471751102262539,-1.78415926316201,31.259213269721236,0.0922488167541978,1.8396018424355425,92.75
6564,B0018,A,86,1.4698115324524124,73.49,79.9,97.0,11.0,main,EOL,24,2008-08-07 19:05:53,3.4745407296058963,-1.8136320536623207,31.134701292957466,0.0884263275530729,1.8396018424355425,92.75
6566,B0018,A,87,1.4525819651050202,72.63,78.96,97.0,10.0,main,EOL,24,2008-08-07 22:50:51,3.471720060423485,-1.8109604460875317,31.246879695988095,0.0884263275530729,1.8396018424355425,92.75
6568,B0018,A,88,1.442834198908794,72.14,78.43,97.0,9.0,main,EOL,24,2008-08-08 02:32:53,3.4713984098288235,-1.8008023282477148,31.02755867443832,0.0884263275530729,1.8396018424355425,92.75
6570,B0018,A,89,1.428376058807949,71.42,77.65,97.0,8.0,main,EOL,24,2008-08-08 06:16:47,3.4626491088970703,-1.7986478777272572,30.93191738525896,0.0884263275530729,1.8396018424355425,92.75
6572,B0018,A,90,1.4154547844370715,70.77,76.94,97.0,7.0,main,EOL,24,2008-08-08 10:14:50,3.466072725920186,-1.7804067367547436,30.667082236656015,0.0884263275530729,1.8396018424355425,92.75
6575,B0018,A,91,1.454576670077708,72.73,79.07,97.0,6.0,main,EOL,24,2008-08-08 20:10:08,3.4730670533412877,-1.8167125180994763,31.226789107710772,0.0884263275530729,1.8396018424355425,92.75
6577,B0018,A,92,1.4283179548274056,71.42,77.64,97.0,5.0,main,EOL,24,2008-08-08 23:54:01,3.4668548162926327,-1.7981268087177564,31.387733116648285,0.0916416933004205,1.8396018424355425,92.75
6579,B0018,A,93,1.4197026883204058,70.99,77.17,97.0,4.0,main,EOL,24,2008-08-09 03:37:06,3.4652736752025803,-1.796443922299482,31.50566683829289,0.0916416933004205,1.8396018424355425,92.75
6581,B0018,A,94,1.4155606630306516,70.78,76.95,97.0,3.0,main,EOL,24,2008-08-09 07:19:59,3.4638878223448684,-1.795371462470329,31.5462258449116,0.0916416933004205,1.8396018424355425,92.75
6584,B0018,A,95,1.405680035419228,70.28,76.41,97.0,2.0,main,EOL,24,2008-08-09 11:36:57,3.4578079234400643,-1.7937175263130196,31.389977882297476,0.0916416933004205,1.8396018424355425,92.75
6587,B0018,A,96,1.4084461071166137,70.42,76.56,97.0,1.0,main,EOL,24,2008-08-09 15:59:02,3.4598135544865065,-1.8014517734888205,31.385433749863733,0.0868069025668704,1.8396018424355425,92.75
6589,B0018,A,97,1.3968547782872414,69.84,75.93,97.0,0.0,main,EOL,24,2008-08-09 19:41:13,3.458027727779737,-1.7915215753378781,31.423707199142058,0.0868069025668704,1.8396018424355425,92.75
6591,B0018,A,98,1.3935670371440676,69.68,75.75,97.0,0.0,main,EOL,24,2008-08-09 23:22:00,3.461399671850785,-1.7816941240706174,31.435368910968144,0.0925002319045349,1.8396018424355425,92.75
6593,B0018,A,99,1.3893644292809475,69.47,75.53,97.0,0.0,main,EOL,24,2008-08-10 03:01:08,3.4611285476693214,-1.779737998541223,31.542375291159846,0.0925002319045349,1.8396018424355425,92.75
6596,B0018,A,100,1.378565141566671,68.93,74.94,97.0,0.0,main,EOL,24,2008-08-10 07:19:08,3.455556822823359,-1.7856528650965158,31.526696773069148,0.0925002319045349,1.8396018424355425,92.75
6599,B0018,A,101,1.384901110085747,69.25,75.28,97.0,0.0,main,EOL,24,2008-08-10 11:39:39,3.459598362944341,-1.7784070647657095,31.435921914290372,0.0888408418585299,1.8396018424355425,92.75
6601,B0018,A,102,1.3703251814242443,68.52,74.49,97.0,0.0,main,EOL,24,2008-08-10 15:21:25,3.4506569891269216,-1.7778412667349817,31.475238112886494,0.0888408418585299,1.8396018424355425,92.75
6603,B0018,A,103,1.3733464385229082,68.67,74.65,97.0,0.0,main,EOL,24,2008-08-10 19:01:07,3.455515243082573,-1.7764462760420034,31.5817445550721,0.0902436427818111,1.8396018424355425,92.75
6605,B0018,A,104,1.3679487285504814,68.4,74.36,97.0,0.0,main,EOL,24,2008-08-10 22:40:10,3.455840338587253,-1.7752748972563317,31.647958536134297,0.0902436427818111,1.8396018424355425,92.75
6608,B0018,A,105,1.3567141087089647,67.84,73.75,97.0,0.0,main,EOL,24,2008-08-11 02:53:19,3.4486782936682654,-1.7742013268724648,31.662032275252905,0.0902436427818111,1.8396018424355425,92.75
6611,B0018,A,106,1.4604310209194575,73.02,79.39,97.0,0.0,main,EOL,24,2008-08-14 13:04:49,3.4745031786447553,-1.8196650877007408,30.434500875864142,0.0893968694708912,1.8396018424355425,92.75
6613,B0018,A,107,1.4500998937104097,72.5,78.83,97.0,0.0,main,EOL,24,2008-08-14 16:49:56,3.4740318819452165,-1.8096836854216038,31.017997058077018,0.0893968694708912,1.8396018424355425,92.75
6615,B0018,A,108,1.4381406901824496,71.91,78.18,97.0,0.0,main,EOL,24,2008-08-14 20:29:23,3.4744042103867714,-1.799328768746896,31.394837614655234,0.0893968694708912,1.8396018424355425,92.75
6617,B0018,A,109,1.4283681980964316,71.42,77.65,97.0,0.0,main,EOL,24,2008-08-15 00:08:59,3.4717670438332244,-1.7959419603883284,31.24511885640641,0.0893968694708912,1.8396018424355425,92.75
6619,B0018,A,110,1.4147874517552432,70.74,76.91,97.0,0.0,main,EOL,24,2008-08-15 03:59:10,3.4685305272975935,-1.7956017209600372,31.05306925187263,0.0893968694708912,1.8396018424355425,92.75
6622,B0018,A,111,1.413889163393182,70.69,76.86,97.0,0.0,main,EOL,24,2008-08-15 08:19:52,3.4651213646662593,-1.7929541659933772,30.88589263299332,0.0893968694708912,1.8396018424355425,92.75
6624,B0018,A,112,1.3989331662177225,69.95,76.05,97.0,0.0,main,EOL,24,2008-08-15 12:00:03,3.4652879859475885,-1.7844742117194483,31.053992379018933,0.0893968694708912,1.8396018424355425,92.75
6626,B0018,A,113,1.3953322584033976,69.77,75.85,97.0,0.0,main,EOL,24,2008-08-15 15:37:16,3.461799526154992,-1.7935810430969337,31.49284006807188,0.0913916544478255,1.8396018424355425,92.75
6628,B0018,A,114,1.390046129540245,69.5,75.56,97.0,0.0,main,EOL,24,2008-08-15 19:13:34,3.4632601403204912,-1.7920645354970144,31.93832684630049,0.0913916544478255,1.8396018424355425,92.75
6631,B0018,A,115,1.3860271454209647,69.3,75.34,97.0,0.0,main,EOL,24,2008-08-15 23:27:04,3.462839429201601,-1.7809541104468565,31.745627221359236,0.0913916544478255,1.8396018424355425,92.75
